id,sentence,inference,model,label,text
411,"""It's actually the safest time to fly.""","The writer is implying that flying is safe
",gpt2_large,misinfo,"Headline: ""It's actually the safest time to fly.""
Inference: The writer is implying that flying is safe
"
412,"""It's actually the safest time to fly.""","The writer is implying that it's safe to fly
",t5_base,misinfo,"Headline: ""It's actually the safest time to fly.""
Inference: The writer is implying that it's safe to fly
"
413,"""It's actually the safest time to fly.""","The writer is implying that it's safe to fly during the pandemic
",t5_large,misinfo,"Headline: ""It's actually the safest time to fly.""
Inference: The writer is implying that it's safe to fly during the pandemic
"
414,"US President Donald Trump said during the US presidential debate on Wednesday, September 30, that he ""wears masks when needed.""","The writer is implying that masks are effective against covid-19
",gpt2_large,misinfo,"Headline: US President Donald Trump said during the US presidential debate on Wednesday, September 30, that he ""wears masks when needed.""
Inference: The writer is implying that masks are effective against covid-19
"
415,"US President Donald Trump said during the US presidential debate on Wednesday, September 30, that he ""wears masks when needed.""","The writer is implying that trump doesn't believe in masks
",t5_base,misinfo,"Headline: US President Donald Trump said during the US presidential debate on Wednesday, September 30, that he ""wears masks when needed.""
Inference: The writer is implying that trump doesn't believe in masks
"
416,"US President Donald Trump said during the US presidential debate on Wednesday, September 30, that he ""wears masks when needed.""","The writer is implying that trump wears masks
",t5_large,misinfo,"Headline: US President Donald Trump said during the US presidential debate on Wednesday, September 30, that he ""wears masks when needed.""
Inference: The writer is implying that trump wears masks
"
417,EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.,"The writer is implying that the eu doesn't care about its' people
",gpt2_large,misinfo,"Headline: EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.
Inference: The writer is implying that the eu doesn't care about its' people
"
418,EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.,"The writer is implying that eu commission president ursula von der leyen wants to make people do without their salary
",t5_base,misinfo,"Headline: EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.
Inference: The writer is implying that eu commission president ursula von der leyen wants to make people do without their salary
"
419,EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.,"The writer is implying that eu commission president ursula von der leyen wants workers to do without their salary
",t5_large,misinfo,"Headline: EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.
Inference: The writer is implying that eu commission president ursula von der leyen wants workers to do without their salary
"
420,Queen Elizabeth II is infected with the new coronavirus.,"The writer is implying that the queen has covid
",gpt2_large,misinfo,"Headline: Queen Elizabeth II is infected with the new coronavirus.
Inference: The writer is implying that the queen has covid
"
421,Queen Elizabeth II is infected with the new coronavirus.,"The writer is implying that queen elizabeth ii is infected with covid
",t5_base,misinfo,"Headline: Queen Elizabeth II is infected with the new coronavirus.
Inference: The writer is implying that queen elizabeth ii is infected with covid
"
422,Queen Elizabeth II is infected with the new coronavirus.,"The writer is implying that the queen is infected with covid
",t5_large,misinfo,"Headline: Queen Elizabeth II is infected with the new coronavirus.
Inference: The writer is implying that the queen is infected with covid
"
423,Central government has given permission for schools to re-open.,"The writer is implying that schools will reopen
",gpt2_large,misinfo,"Headline: Central government has given permission for schools to re-open.
Inference: The writer is implying that schools will reopen
"
424,Central government has given permission for schools to re-open.,"The writer is implying that schools are reopening
",t5_base,misinfo,"Headline: Central government has given permission for schools to re-open.
Inference: The writer is implying that schools are reopening
"
425,Central government has given permission for schools to re-open.,"The writer is implying that schools will reopen soon
",t5_large,misinfo,"Headline: Central government has given permission for schools to re-open.
Inference: The writer is implying that schools will reopen soon
"
426,How climate change is contributing to skyrocketing rates of infectious disease,"The writer is implying that climate change is making people sick
",gpt2_large,misinfo,"Headline: How climate change is contributing to skyrocketing rates of infectious disease
Inference: The writer is implying that climate change is making people sick
"
427,How climate change is contributing to skyrocketing rates of infectious disease,"The writer is implying that climate change is causing more infectious diseases
",t5_base,misinfo,"Headline: How climate change is contributing to skyrocketing rates of infectious disease
Inference: The writer is implying that climate change is causing more infectious diseases
"
428,How climate change is contributing to skyrocketing rates of infectious disease,"The writer is implying that climate change is causing the spread of disease
",t5_large,misinfo,"Headline: How climate change is contributing to skyrocketing rates of infectious disease
Inference: The writer is implying that climate change is causing the spread of disease
"
